DATE,AAPL US Equity,MSFT US Equity,FB US Equity,GOOGL US Equity,V US Equity,INTC US Equity,CSCO US Equity,MA US Equity,JNJ US Equity,UNH US Equity,PFE US Equity,MRK US Equity,BRK/B US Equity,JPM US Equity,BAC  US Equity,WFC US Equity,AMZN US Equity,HD US Equity,DIS US Equity,NFLX US Equity,BA US Equity,MMM US Equity,GE US Equity,PG US Equity,KO US Equity,XOM US Equity,CVX US Equity,NEE US Equity,AMT US Equity,DWDP US Equity,T US Equity
2010-07-15,35.9214,25.51,#N/A N/A,247.249,18.82,21.51,23.92,21.181,60.26,30.88,14.87,36.49,79.71,40.46,15.39,27.81,122.06,28.34,34.05,17.301,64.37,83.06,15.25,62.73,26.425,59.27,73.04,52.94,45.55,26.63,25
2010-07-16,35.7,24.89,#N/A N/A,230.025,17.8625,21.02,22.75,19.722,59.44,30.34,14.56,35.91,77.1,39,13.98,26.24,118.49,27.11,33.03,16.913,61.9,80.95,14.55,61.99,26.185,57.96,71.5,52.61,44.19,25.17,24.69
2010-07-19,35.0829,25.23,#N/A N/A,233.316,17.805,21.59,22.73,19.583,59.57,30.82,14.73,35.8,77.31,39.04,13.61,26.02,119.94,27.07,33.31,16.986,63.18,81.22,14.62,61.86,26.135,58.43,72,52.77,44.13,25.13,24.88
2010-07-20,35.9843,25.48,#N/A N/A,241.028,18.4,21.65,23.05,20.53,58.58,30.83,14.55,35.66,78.24,39.63,13.77,25.91,120.1,27.93,33.4,17.199,63.88,82.19,14.94,62.07,26.62,58.95,73.1,52.7,46.58,25.58,24.79
2010-07-21,36.32,25.12,#N/A N/A,238.981,18.09,21.26,22.56,20.15,57.12,30.7,14.5,35.19,76.63,38.42,13.36,26.06,117.43,27.47,32.81,17.093,63.18,82.3,14.84,61.11,27.04,58.17,72.17,52.12,45.62,25.52,24.92
2010-07-22,37.0034,25.84,#N/A N/A,242.64,18.615,21.78,23.27,20.84,57.02,31,14.81,35.18,78.35,39.35,13.66,27.39,120.07,28.22,33.59,14.794,66.6,84.75,15.21,61.37,27.13,59.38,73.44,52.84,46.39,26.64,25.51
2010-07-23,37.1343,25.81,#N/A N/A,245.267,18.8975,21.69,23.35,21.294,57.63,30.92,14.58,34.87,78.71,39.83,13.74,27.42,118.87,28.25,34.13,15.386,67.93,86.17,15.71,61.91,27.375,59.72,73.52,52.81,46.77,26.93,25.54
2010-07-26,37.04,26.1,#N/A N/A,244.722,19.02,21.71,23.61,21.283,57.74,31.47,15.02,35.27,78.72,40.33,14.15,27.91,118.4,28.99,34.4,14.684,68.85,87.32,16.14,62.52,27.47,60.39,74.62,52.83,46.3,27.25,25.96
2010-07-27,37.7257,26.16,#N/A N/A,246.554,19.1525,21.58,23.3,21.423,58.1,30.78,15.27,35.18,78.51,40.69,14.19,28.39,117.13,28.58,34.28,14.87,68.62,86.8,16.18,63.08,27.525,60.81,75.3,53.8,45.61,27.35,26.15
2010-07-28,37.28,25.95,#N/A N/A,242.41,18.795,21.33,23.39,21.009,57.83,30.33,15,34.74,77.82,40.32,13.99,28.07,117.13,28.08,34.04,14.33,67.32,86.69,16.05,62.7,27.44,60.91,75.56,53.07,45.71,27.08,26.2
2010-07-29,36.8729,26.03,#N/A N/A,242.73,17.995,21.03,23.21,20.837,57.83,30.44,15.09,35.06,78.04,40.21,14.03,27.69,116.86,28.05,33.71,14.003,67.22,86.34,16.15,61.67,27.495,60.34,76.02,52.5,45.53,27.27,26.02
2010-07-30,36.75,25.81,#N/A N/A,242.66,18.3375,20.6,23.07,21.004,58.09,30.45,15,34.46,78.12,40.28,14.04,27.73,117.89,28.51,33.69,14.65,68.14,85.54,16.12,61.16,27.555,59.68,76.21,52.3,46.24,27.33,25.94
2010-08-02,37.4071,26.33,#N/A N/A,245.443,18.0575,21.15,23.8,20.252,58.72,31.44,15.48,35.07,79.92,41.64,14.44,28.57,120.07,29.12,34.48,14.554,69.69,87.41,16.41,62.06,28.205,61.94,77.8,54.01,46.69,28.33,26.59
2010-08-03,37.4186,26.16,#N/A N/A,245.152,18.25,20.87,23.82,20.091,59.35,32.42,16.34,34.82,79.83,41.08,14.34,28.12,122.42,28.45,34.21,14.916,69.54,87.21,16.4,59.94,28.19,62.72,78.66,53.74,46.46,25.5,26.69
2010-08-04,37.5686,25.73,#N/A N/A,253.405,18.1125,20.73,24.14,20.53,59.74,32.91,16.44,35.19,80.76,41.29,14.19,27.93,127.58,28.72,34.83,15.447,69.25,88,16.48,59.55,28.275,62.72,79.02,53.6,46.94,24.79,26.64
2010-08-05,37.3857,25.37,#N/A N/A,254.296,17.875,20.67,24.17,20.163,59.76,33.42,16.19,35.07,80.83,41.27,14.02,27.88,127.83,28.71,34.98,15.79,68.71,87.72,16.52,59.86,28.185,62.71,79.07,53.26,46.96,25.26,26.74
2010-08-06,37.1559,25.55,#N/A N/A,250.352,18.035,20.65,24.07,20.742,59.96,33.45,16.24,34.98,80.47,40.44,13.96,27.75,128.32,28.68,35,16.903,68.7,87.29,16.45,60.02,28.375,61.97,78.73,53.71,46.75,25.44,26.54
2010-08-09,37.3929,25.61,#N/A N/A,252.92,18.685,20.65,24.77,21.489,60.05,33.49,16.42,35.36,80.7,39.82,13.91,28.23,128.83,28.7,35.16,16.7,68.99,88.03,16.38,60.38,28.555,62.45,79.29,53.48,46.75,26,26.86
2010-08-10,37.0586,25.07,#N/A N/A,252.099,18.8175,19.82,24.31,21.635,59.43,33.33,16.57,35.77,79.73,39.17,13.63,27.77,130,28.24,35.29,17.859,68.62,87.11,16.25,60.78,28.49,61.93,79.04,53.75,46.67,25.99,27.01
2010-08-11,35.7414,24.86,#N/A N/A,246.108,18.3775,19.425,23.73,20.966,58.5,31.99,16,34.89,77.5,37.77,13.19,26.3,125.89,27.71,34.22,18.067,65.6,84.1,15.7,60.27,28.02,60.39,77.13,52.68,45.22,25.18,26.55
2010-08-12,35.97,24.49,#N/A N/A,246.243,18.245,19.45,21.36,21.183,58.52,32.13,16.2,35.04,77.02,37.81,13.0625,26,126.56,27.61,33.99,19.007,64.7,84.01,15.495,59.99,27.845,60.23,77.07,52.06,45.89,24.98,26.66
2010-08-13,35.5857,24.4,#N/A N/A,243.411,18.055,19.15,21.36,21.064,58.15,32.03,16.08,35,76.78,37.5,13.23,25.84,124.69,27.31,33.68,18.894,64.84,84.01,15.38,59.82,27.865,59.91,77.4,52.02,45.76,25.16,26.72
2010-08-16,35.3771,24.5,#N/A N/A,243.03,18.2075,19.47,21.91,21.044,58.01,31.9,16.03,34.97,76.84,37.69,13.19,25.68,126.07,27.38,33.66,19.603,64.4,83.43,15.46,59.77,27.94,59.88,77.71,52.16,46.04,25.18,26.65
2010-08-17,35.9957,24.71,#N/A N/A,245.498,18.34,19.53,22.05,21.403,59.22,32.35,16.27,35.54,77.53,37.48,13.21,25.34,128.86,28.31,33.76,18.996,65.99,84.09,15.58,60.29,28.06,60.82,77.77,52.47,47.41,25.5,26.97
2010-08-18,36.1529,24.82,#N/A N/A,241.309,18.22,19.59,22.41,21.286,59.35,32.54,16.1,35.37,78.79,37.89,13.32,25.38,129.65,28.86,33.91,17.957,66,83.61,15.7,60.75,27.92,60.15,77.04,52.55,48.02,25.72,27.28
2010-08-19,35.6971,24.44,#N/A N/A,234.212,17.9075,18.9,22.22,20.889,58.72,31.79,16.03,34.71,77.54,37.07,13.02,24.43,127.57,28.22,33.19,18.32,64.62,81.81,15.25,60.19,27.64,59.29,75.84,51.84,47.49,24.91,26.97
2010-08-20,35.6629,24.23,#N/A N/A,231.234,17.525,18.91,22.23,20.637,58.74,31.61,15.92,34.44,77.73,37.14,12.87,24.6,127.76,28.17,33.05,18.566,64.6,80.66,15.03,59.98,27.65,58.89,75.05,53.29,47.43,24.43,26.45
2010-08-23,35.1143,24.28,#N/A N/A,232.26,17.53,18.7,21.68,20.519,58.87,31.5,16.1,34.97,77.23,36.88,12.87,24.23,126.6,27.83,32.93,18.129,63.3,81.08,14.89,60.03,27.8,59.5,75.05,53.72,46.94,24.04,26.49
2010-08-24,34.2757,24.04,#N/A N/A,225.914,17.665,18.405,21.13,20.251,58.01,31.04,15.82,34.44,76.58,36.21,12.64,23.64,124.53,27.78,32.14,17.326,60.93,80.45,14.57,59.66,27.83,58.94,73.78,54.29,46.22,23.12,26.72
2010-08-25,34.6986,24.1,#N/A N/A,227.53,17.715,18.48,21.21,20.611,57.98,31.96,15.99,34.54,76.8,36.23,12.66,23.6,126.85,28.33,32.11,17.75,60.76,80.75,14.57,59.67,27.695,58.91,74.07,53.27,47.16,23.12,26.89
2010-08-26,34.3257,23.82,#N/A N/A,225.708,17.4775,18.18,20.7,20.317,57.8,31.85,15.9,34.48,76.37,35.63,12.47,23.49,124.86,28.38,31.94,17.977,61.32,79.78,14.5,59.54,27.58,58.48,73.33,53.05,47.1,23.74,26.7
2010-08-27,34.5171,23.93,#N/A N/A,229.637,17.7775,18.37,20.81,20.662,57.6,32.37,16.09,35,78.78,36.6,12.64,24,126.64,28.74,32.78,18.014,63.16,81,14.71,59.8,28.08,59.8,74.93,53.89,47.36,24.72,26.94
2010-08-30,34.6429,23.64,#N/A N/A,226.564,17.385,17.96,20.32,20.27,57.3,31.91,15.86,34.73,77.9,35.85,12.32,23.25,123.79,27.99,32.35,17.586,62.1,79.65,14.52,59.37,27.775,59,73.78,53.26,46.46,24.33,26.63
2010-08-31,34.7286,23.465,#N/A N/A,225.228,17.245,17.665,19.985,19.836,57.02,31.72,15.91,35.16,78.78,36.36,12.46,23.55,124.83,27.82,32.54,17.931,61.13,78.55,14.48,59.67,27.9413,59.11,74.08,53.73,46.86,24.37,27.03
2010-09-01,35.7614,23.9,#N/A N/A,230.391,17.6325,18.14,20.26,20.108,58.29,32.59,16.28,35.62,80.91,37.74,13.2075,24.66,132.49,28.67,33.51,19.274,62.29,81.01,15.01,59.8,28.655,60.91,76.77,54.62,47.25,25.59,27.35
2010-09-02,36.0243,23.94,#N/A N/A,231.814,17.995,18.28,20.52,20.473,58.61,32.86,16.4,35.35,81.19,38.16,13.28,25.1,135.21,29.41,33.91,19.714,63.39,81.87,15.15,60.07,28.69,61.06,77.45,54.64,47.84,25.88,27.4
2010-09-03,36.9671,24.29,#N/A N/A,235.378,18.125,18.43,21.04,20.698,58.93,33.91,16.46,35.59,81.61,39.17,13.5,25.84,138.79,29.85,34.67,19.783,64.64,83.48,15.3925,60.29,28.78,61.32,78,54.64,48.22,26.47,27.44
2010-09-07,36.83,23.96,#N/A N/A,232.425,17.875,18.12,20.58,20.052,58.7,33.78,16.33,35.46,80.79,38.28,13.21,24.92,137.22,29.33,33.84,20.256,63.42,82.14,15.44,60.14,28.815,60.55,77.05,54.29,48.37,25.49,27.27
2010-09-08,37.56,23.93,#N/A N/A,235.518,17.1375,17.9,20.64,19.44,58.85,33.85,16.56,35.81,81.69,39.12,13.37,25.22,139.14,29.45,33.84,20.857,64.5,82.75,15.7,60.37,28.915,60.75,77.25,54.27,49.36,25.76,27.39
2010-09-09,37.5814,24.01,#N/A N/A,238.321,16.695,18,20.61,19.198,59.82,34.02,16.77,36.08,82.31,40.1,13.5,25.69,140.38,29.41,34.08,20.811,63.44,82.96,15.91,60.29,29.145,61.05,77.36,54.61,49.09,25.69,27.81
2010-09-10,37.63,23.85,#N/A N/A,238.301,17.0225,17.97,20.62,19.814,59.98,34.49,16.99,36.65,82.72,39.76,13.55,25.75,142.44,29.68,34.15,20.88,63.84,83.94,15.98,60.4,29.26,61.2,78.82,55.16,49.07,25.99,27.83
2010-09-13,38.1486,25.11,#N/A N/A,241.369,16.37,18.5575,21.26,19.303,60.32,34.72,16.97,36.22,83.34,41.12,13.95,26.5,145.07,29.99,34.27,21.134,64.19,84.86,16.25,60.48,29.015,61,79.25,55.45,49,26.59,27.93
2010-09-14,38.2943,25.03,#N/A N/A,240.448,16.78,18.74,21.45,19.975,60.58,34.61,17.08,36.52,83.05,40.72,13.68,26.06,145.75,29.97,34.05,20.95,62.76,84.63,16.16,60.64,28.795,61.01,79.51,55.02,48.73,26.53,27.93
2010-09-15,38.6029,25.115,#N/A N/A,240.553,17.2325,18.72,21.59,21.018,61.05,34.27,17.2725,36.51,83.48,40.98,13.71,26.34,145.45,29.94,34.21,20.446,62.73,84.58,16.34,61.11,28.71,61,79.21,53.75,48.88,26.17,28.01
2010-09-16,39.51,25.33,#N/A N/A,240.763,17.095,18.97,21.93,21.029,61.29,34.24,17.165,36.43,83.54,40.99,13.55,26.06,148.13,29.95,34.17,20.071,62.58,84.95,16.23,61.11,28.755,60.97,79.05,53.87,48.36,26.41,28.11
2010-09-17,39.3386,25.22,#N/A N/A,245.312,17.1225,18.81,21.8625,21.367,61.57,34.13,17.0625,36.33,82.72,40.06,13.4,26.01,148.325,29.89,34.56,20.066,62.95,86.07,16.29,60.97,28.78,60.78,78.46,53.76,49.27,26.72,28.17
2010-09-20,40.4614,25.43,#N/A N/A,254.386,17.5775,18.9301,21.7499,21.871,62.09,34.93,17.275,36.54,83.51,41.19,13.74,26.56,151.305,30.65,34.9,20.413,63.72,87.41,16.55,61.43,28.985,61.55,79.9,54.5,50.07,27.17,28.54
2010-09-21,40.5386,25.15,#N/A N/A,256.979,17.485,19.14,21.64,21.699,61.94,35.26,17.141,36.72,83.09,40.59,13.65,26.38,150.73,30.91,34.5,21.029,64.23,86.55,16.52,61.52,29.055,61.54,79.75,54.09,50.48,27.25,28.61
2010-09-22,41.1071,24.61,#N/A N/A,258.25,17.655,19.01,21.67,21.903,61.97,35.68,17.22,36.96,82.42,39.94,13.42,25.81,151.83,30.88,33.99,22.419,63.9,86.63,16.5,61.79,29.115,61.45,79.25,54.31,50.5,27.36,28.59
2010-09-23,41.2743,24.43,#N/A N/A,256.989,17.745,18.98,21.53,21.943,61.81,35.44,17.04,36.66,81.24,39.1,13.17,25.04,152.85,30.84,33.12,22.924,62.65,85.53,16.14,61.22,28.935,61.15,78.54,53.55,50.58,26.97,28.51
2010-09-24,41.76,24.775,#N/A N/A,263.9,18.0925,19.4225,22.09,22.157,62.14,35.73,17.4,37.34,83.32,39.7525,13.6,25.59,160.73,31.64,33.58,23.173,64.6,86.96,16.66,61.64,29.31,61.75,80.12,54.5,51.69,28.07,28.58
2010-09-27,41.5949,24.7325,#N/A N/A,265.462,18.25,19.235,22.11,22.237,62.03,35.35,17.17,37.13,82.87,39.08,13.24,25.53,159.37,31.6,33.29,23.57,63.89,86.19,16.43,61.04,29.3,61.71,80.08,54.67,51.82,27.92,28.87
2010-09-28,40.98,24.6775,#N/A N/A,263.84,18.3175,19.505,21.8625,22.3,62.43,35.04,17.425,37.25,83.07,38.95,13.27,25.35,159.7,31.81,33.22,23.123,64.52,87.04,16.44,60.62,29.55,62.06,80.88,55.01,52.11,27.86,28.92
2010-09-29,41.0529,24.5,#N/A N/A,264.101,18.6025,19.24,21.87,22.263,62.31,35.2,17.4,37.12,82.44,38.41,13.11,25.04,158.99,31.81,33.01,24.376,65.97,87.17,16.36,60.25,29.38,61.59,81.28,54.67,51.79,27.39,28.71
2010-09-30,40.5357,24.49,#N/A N/A,263.15,18.565,19.2,21.9,22.4,61.96,35.11,17.17,36.81,82.68,38.06,13.1025,25.115,157.06,31.68,33.1,23.166,66.54,86.71,16.25,59.97,29.26,61.79,81.05,54.39,51.26,27.46,28.6
2010-10-01,40.36,24.38,#N/A N/A,263.065,18.33,19.32,21.91,22.478,61.75,35.43,17.18,36.6,82.71,38.81,13.3,25.56,153.71,31.82,33.34,22.094,66.83,87.62,16.36,60.16,29.56,62.54,81.95,54.41,51.62,27.88,28.81
2010-10-04,39.8057,23.91,#N/A N/A,261.428,18.31,18.87,21.76,22.264,61.67,34.54,16.9,36.52,82.11,38.95,13.15,25.38,155.39,31.67,33.14,22.341,66.33,86.7,16.1,59.96,29.44,62.19,81.31,53.99,51.06,27.47,28.86
2010-10-05,41.2771,24.35,#N/A N/A,269.376,18.7475,19.15,21.985,22.59,62.8,35.07,17.231,37.02,83.43,39.64,13.56,26.2525,160.87,31.74,33.83,22.309,68.6,88.86,16.51,60.82,29.83,63.26,83.39,54.4,51.88,28.47,29.36
2010-10-06,41.3129,24.43,#N/A N/A,267.434,18.5575,19.31,22.3,22.33,63.21,33.95,17.26,37.01,83.54,39.9,13.39,26.3,155.4,31.74,33.72,21.467,68.58,89.89,16.9,60.87,29.9,63.94,83.89,54.78,50.75,28.95,28.62
2010-10-07,41.3171,24.53,#N/A N/A,265.262,18.4025,19.4,22.39,22.086,63.22,34.34,17.38,36.71,83.17,39.52,13.31,26,156.27,31.74,33.91,21.633,68.46,88.9,17.05,60.8,29.72,63.85,83.52,54.9,50.41,29.15,28.25
2010-10-08,42.01,24.57,#N/A N/A,268.435,18.5,19.52,22.48,22.259,63.23,34.35,17.46,36.91,83.16,39.31,13.18,25.95,155.55,31.89,34.51,21.377,69.23,89.16,17.12,61.86,29.705,64.38,83.94,54.92,50.37,30.03,28.22
2010-10-11,42.1943,24.59,#N/A N/A,269.681,18.5725,19.56,22.47,22.286,63.3,34.65,17.38,36.86,82.95,39.73,13.15,25.65,153.03,31.79,34.57,21.956,69.99,88.25,16.96,62.14,29.78,64.55,83.71,54.99,50.01,29.85,28.32
2010-10-12,42.6486,24.83,#N/A N/A,270.957,18.5625,19.77,22.62,22.213,63.29,35.02,17.479,36.64,83.3,40.4,13.52,25.98,156.48,31.41,34.48,22.199,70.22,88.15,17.19,62.02,29.8,64.7,83.84,55.24,50.62,29.81,28.39
2010-10-13,42.8771,25.34,#N/A N/A,271.913,19.235,19.24,23.18,23.089,63.58,35.32,17.73,37.16,83.66,39.84,13.29,25.81,155.17,31,34.91,22.087,71.47,89.14,17.28,62.63,29.97,65.04,83.67,55.47,50.76,29.82,28.47
2010-10-14,43.1871,25.23,#N/A N/A,270.727,19.2925,19.32,23.07,23.266,63.74,35.78,17.66,37.15,83.61,38.72,12.6,24.72,155.53,30.81,34.85,21.826,71.36,89.07,17.16,62.8,29.955,65.3,83.9,55.34,51.38,29.31,28.5
2010-10-15,44.9629,25.54,#N/A N/A,301.016,19.4,19.32,23.36,23.37,63.57,35.98,17.75,36.95,83.37,37.15,11.98,23.58,164.64,30.7,34.88,22.246,70.11,89.14,16.3,62.76,29.97,65.19,83.61,55.32,50.81,29.43,28.33
2010-10-18,45.4286,25.82,#N/A N/A,309.154,19.59,19.19,23.295,23.545,63.86,36.25,17.8,37.23,83.5,38.2,12.34,24.87,163.56,30.53,34.75,21.857,70.23,89.66,16.25,63.35,30,66.28,84.48,55.82,50.49,29.84,28.62
2010-10-19,44.2129,25.1,#N/A N/A,304.209,19.3875,19.21,22.97,23.705,63.29,35.3,17.39,36.52,82.36,37.69,11.8,24.55,158.67,30.41,34.24,21.333,69.05,88.55,16.07,63.18,30.17,65.12,82.79,55.51,49.79,29.34,28.21
2010-10-20,44.3614,25.31,#N/A N/A,304.285,19.88,19.64,23.4,24.052,63.6,36.73,17.66,36.99,82.92,38.1,11.75,25.6,158.67,30.73,34.62,21.879,71.36,89.47,16.05,63.37,30.575,66.01,84.02,56.03,50.45,30.19,28.61
2010-10-21,44.2171,25.42,#N/A N/A,306.292,19.8,19.76,23.26,24.319,63.99,36.49,17.63,37.1,83.01,37.7,11.36,26.03,164.97,31.81,34.68,24.67,71.5,90.55,16.1,63.51,30.735,66.32,84.25,55.59,50.02,30.52,28.34
2010-10-22,43.9243,25.3775,#N/A N/A,306.562,19.8225,19.835,23.48,24.264,63.81,37.26,17.5,37.1,83.34,37.7,11.44,26.11,169.13,31.48,34.97,24.014,71.26,90.44,16.055,63.4,30.805,66.34,84.55,55.45,50.22,30.2,28.29
2010-10-25,44.12,25.19,#N/A N/A,308.549,20.1575,19.87,23.61,24.515,63.98,37.56,17.62,37.42,83.33,37.07,11.16,25.72,169,31.4,35.46,23.834,71.66,90.9,16.06,63.54,30.505,66.2,84.87,54.85,50.81,31.56,28.36
2010-10-26,44.0071,25.9,#N/A N/A,309.6,20.0075,20.04,23.395,24.352,63.84,37.57,17.49,37.07,82.22,37.2,11.3,25.91,169.95,31.29,35.96,25.374,71.3,90.47,16.16,62.86,30.62,66.53,85.15,55.24,50.84,31.5,28.31
2010-10-27,43.9757,26.05,#N/A N/A,308.534,19.98,20.19,23.29,24.576,63.57,35.93,17.28,36.46,80.55,37.54,11.54,25.75,167.51,30.9,35.92,25.5,70.86,90.37,16.11,63.08,30.595,65.67,84.31,54.7,50.7,31.21,28.35
2010-10-28,43.6057,26.28,#N/A N/A,309.59,19.1125,20.47,23.19,23.952,63.56,36.25,17.57,36.94,80.1,37.51,11.53,25.94,166.84,31.19,36.51,25.1,71.27,85.07,16.08,63.19,30.605,66.22,84.44,55.05,51.74,30.86,28.5
2010-10-29,42.9971,26.665,#N/A N/A,307.147,19.54,20.05,22.86,24.006,63.74,36.05,17.415,36.31,79.56,37.63,11.449,26.06,165.23,30.9,36.125,24.796,70.64,84.22,16.02,63.57,30.66,66.49,82.6,55.04,51.61,30.84,28.52
2010-11-01,43.4543,26.95,#N/A N/A,307.798,19.33,20.57,22.92,23.899,63.69,36.11,17.62,36.25,79.9,37.42,11.5,25.93,162.58,30.71,36.03,23.91,70.48,83.98,15.95,63.62,30.855,66.95,81.45,53.92,51.79,30.89,28.72
2010-11-02,44.1943,27.39,#N/A N/A,308.098,19.605,20.34,23.17,24.598,63.88,37,17.45,36.61,80.42,36.96,11.4,25.97,164.61,31.51,36.11,24.516,69.78,84.8,15.94,64.02,30.93,67.84,82.15,54.4,51.88,31.39,28.94
2010-11-03,44.6857,27.03,#N/A N/A,310.39,19.75,20.48,23.71,25.183,64.19,36.66,17.59,36.51,81.27,37.72,11.52,26.46,168.47,31.46,36.29,24.494,68.94,85.3,16.06,64.31,30.975,67.97,82.7,54.63,52.13,31.56,29.06
2010-11-04,45.4671,27.14,#N/A N/A,312.437,19.9975,20.97,24.21,25.489,64.76,36.8,17.38,36.65,82.96,39.8,12.13,27.46,168.93,31.94,37.03,23.974,70.85,87.04,16.51,65,31.225,69.38,85.14,55.01,52.41,32.77,29.44
2010-11-05,45.3043,26.85,#N/A N/A,312.843,19.95,21.24,24.26,25.629,64.65,36.86,17.18,35.7,83.72,40.94,12.36,29.22,170.77,31.92,37.2,24.014,71.27,86.34,16.73,65,31.29,70,84.98,54.73,51.92,32.5,29.27
2010-11-08,45.5171,26.81,#N/A N/A,313.689,19.6775,21.23,24.39,25.276,64.33,37.12,17.051,35.62,82.32,40.51,12.6,29.04,171.99,31.49,37.06,24.161,70.21,85.86,16.71,64.75,31.23,70.32,84.8,54.45,52.37,32.35,29.18
2010-11-09,45.1543,26.95,#N/A N/A,312.713,19.58,21.16,24.35,25.152,64.31,36.98,16.99,35.05,80.85,39.9,12.27,28.13,170.27,31.47,36.86,24.351,69.25,85.3,16.62,64.81,31.32,70.63,83.56,54.43,52.19,31.81,29.18
2010-11-10,45.4329,26.94,#N/A N/A,311.742,19.8225,21.04,24.49,25.357,63.95,37.16,16.829,34.96,81.93,40.62,12.57,28.58,173.33,31.68,36.99,25.267,67.07,86.25,16.55,64.57,31.275,71.13,85.17,54.13,53.11,31.69,29.05
2010-11-11,45.2364,26.68,#N/A N/A,308.894,19.805,21.21,20.52,25.207,63.92,37.47,16.98,35.21,81.13,40.02,12.37,28.19,170.37,31.7,35.9275,25.02,65.37,86.5,16.35,64.36,31.4,71.83,86.09,53.89,53.14,31.81,28.83
2010-11-12,44.0043,26.27,#N/A N/A,301.937,19.235,21.53,20.15,24.317,63.67,36.67,16.85,34.71,80.25,39.61,12.12,27.54,165.68,31.44,37.75,24.714,63.09,86.24,16.25,64.33,31.46,70.99,85.44,53.63,52.36,31.3,28.46
2010-11-15,43.8621,26.2,#N/A N/A,298.024,19.09,21.295,19.95,24.293,64.14,35.47,16.75,34.54,80.19,40.08,12.1,27.65,158.9,31.39,37.25,24.043,63.61,86.2,16.2,64.29,31.48,70.48,84.86,53.57,51.46,31.16,28.63
2010-11-16,43.0843,25.81,#N/A N/A,292.143,18.7475,21.07,19.435,23.306,63.14,35.01,16.6,34.1,79.91,39.61,11.94,27.19,157.78,31.71,36.92,23.629,62.78,84.24,15.86,63.45,31.04,68.94,82.48,52.56,50.54,30.56,28.24
2010-11-17,42.9286,25.57,#N/A N/A,292.058,18.9325,21.08,19.405,23.457,63.06,35.33,16.48,34.47,79.53,39.18,11.62,26.86,158.35,30.83,37.22,23.811,62.5,83.95,15.81,63.27,31.26,69.01,82.46,52.21,51.04,30.56,27.96
2010-11-18,44.0614,25.8375,#N/A N/A,298.569,19.235,21.015,19.61,24.249,63.83,35.63,16.83,35.29,80.86,39.66,11.7,27.51,164.17,30.87,37.58,24.047,64.61,85.55,16.04,64.02,31.92,70.31,83.82,52.34,51.59,31.36,28.44
2010-11-19,43.8186,25.69,#N/A N/A,295.701,19.2625,21.135,19.61,24.388,63.83,36,16.7975,35.33,80.77,39.41,11.66,27.49,164.82,31.22,37.01,24.72,63.59,85.01,16.22,64.05,32.16,70.54,83.94,51.97,51.94,31.71,28.32
2010-11-22,44.7657,25.73,#N/A N/A,295.896,18.865,21.25,19.56,24.341,63.62,36.46,16.63,35.59,80,38.51,11.3,26.95,170.39,31.09,36.95,26.903,64.03,84.9,16.03,63.56,32.135,70.19,83.45,52.09,51.83,31.5,28.29
2010-11-23,44.1043,25.12,#N/A N/A,291.787,18.6625,21.0875,19.2,23.565,62.87,36.05,16.57,34.81,79.09,37.63,11.09,26.8,168.2,30.91,36.12,26.816,63.6,83.59,15.76,62.61,31.81,68.98,81.75,51.17,51.15,30.82,28.03
2010-11-24,44.9707,25.37,#N/A N/A,297.773,18.955,21.3875,19.46,23.779,63.29,36.18,16.6915,35.15,80.3,38.16,11.28,27.1125,177.25,31.16,36.87,26.967,65.41,84.66,15.94,62.6,32.305,69.88,82.93,51.49,52.04,31.67,28.14
2010-11-26,45.1086,25.34,#N/A N/A,295.286,18.87,21.33,19.54,23.515,62.3,35.88,16.49,34.79,79.76,37.5,11.12,26.65,177.5,31,36.7,27.313,64.8,84.4,15.8,62.13,32.055,69.23,82.05,50.78,51.77,31.29,27.93
2010-11-29,45.2671,25.31,#N/A N/A,291.337,18.5475,21.33,19.44,23.556,61.91,36.59,16.56,34.69,79.51,37.91,11.31,27.2,179.49,30.69,36.42,28.417,64.36,84.22,15.97,62.13,31.695,69.45,81.69,50.7,50.82,31.28,27.7
2010-11-30,44.45,25.2575,#N/A N/A,278.124,18.4625,21.1575,19.16,23.703,61.55,36.52,16.3,34.47,79.68,37.4,10.95,27.21,175.4,30.21,36.51,29.414,63.77,83.98,15.83,61.07,31.585,69.56,80.97,50.62,50.57,31.18,27.79
2010-12-01,45.2,26.04,#N/A N/A,282.448,18.805,21.48,19.32,24.819,62.42,37.67,16.7015,35.06,80.68,38.15,11.29,27.53,176.55,31.61,37.12,28.591,65.72,86.05,16.3,62.15,32.35,71.33,82.7,50.93,51.03,32.42,28.28
2010-12-02,45.45,26.89,#N/A N/A,286.187,19.25,21.7,19.22,24.919,62.6,38.05,16.69,35.22,81.42,39.31,11.68,28.78,176.53,33.36,37.34,27.631,66.59,86.51,16.68,62.36,32.45,71.48,84.5,51.23,51.81,33.24,28.55
2010-12-03,45.3486,27.02,#N/A N/A,286.778,19.3375,21.69,19.07,24.908,62.56,37.82,16.72,35.3,80.9,39.61,11.86,29.05,175.68,33.48,37.59,26.493,66.54,86.94,16.78,62.33,32.25,71.19,84.89,51.1,51.58,33.36,28.49
2010-12-06,45.7357,26.84,#N/A N/A,289.46,19.5775,21.7,19.4275,25.316,62.2,37.29,16.81,35.25,80.38,39.905,11.64,28.7425,178.05,33.34,37.56,27.639,66.59,86.88,16.7,62.06,31.995,71.31,84.95,50.91,51.77,33.53,28.3
